Issn;SJR Best Quartile
ISSN 02722631;Q1
ISSN 00380938;Q1
ISSN 00243590, 19395590;Q1
ISSN 17453925, 17453933;Q1
ISSN 20479980;Q1
ISSN 20414889;Q1
ISSN 19408412, 03057267;Q1
ISSN 21922853;Q1
ISSN 00130095;Q1
ISSN 17264170, 17264189;Q1
ISSN 00301299, 16000706;Q1
ISSN 14679922, 00238333;Q1
ISSN 15308561, 00099147;Q1
ISSN 00109452;Q1
ISSN 08915849;Q1
ISSN 13881981;Q1
ISSN 14682370, 14608545;Q1
ISSN 15221555, 01931849;Q1
ISSN 17494613;Q1
ISSN 07415400;Q1
ISSN 18687083, 18687075;Q1
ISSN 08912432;Q1
ISSN 17566606;Q1
ISSN 00256196;Q1
ISSN 14320835, 09442669;Q1
ISSN 19492715, 19492723;Q1
ISSN 19324529;Q1
ISSN 02615177;Q1
ISSN 15337790, 00703370;Q1
ISSN 00191035, 10902643;Q1
ISSN 1935861X;Q1
ISSN 00046361, 14320746;Q1
ISSN 13675788;Q1
ISSN 20445040;Q1
ISSN 14602180, 01433334;Q1
ISSN 15252027;Q1
ISSN 07353766, 21581592;Q1
ISSN 03014215;Q1
ISSN 20524110, 20524129;Q1
ISSN 15708268;Q1
ISSN 15254135;Q1
ISSN 00941190, 10959068;Q1
ISSN 00273171, 15327906;Q1
ISSN 22146296;Q1
ISSN 10902430, 00144886;Q1
ISSN 01435221, 14708736;Q1
ISSN 00043702;Q1
ISSN 15737217, 01676806;Q1
ISSN 13402838;Q1
ISSN 1460244X, 00246115;Q1
ISSN 00099236, 15326535;Q1
ISSN 17582652;Q1
ISSN 08943796, 10991379;Q1
ISSN 10960902, 00958956;Q1
ISSN 03091708;Q1
ISSN 02638223;Q1
ISSN 02676583, 14770326;Q1
ISSN 14338319;Q1
ISSN 14680068, 00294624;Q1
ISSN 14329840, 14350629;Q1
ISSN 19485506, 19485514;Q1
ISSN 01469592, 15394794;Q1
ISSN 21922659, 21922640;Q1
ISSN 14680009, 0887378X;Q1
ISSN 01475185;Q1
ISSN 10837159, 1549490X;Q1
ISSN 00165107, 10976779;Q1
ISSN 03051838, 13652907;Q1
ISSN 00778923;Q1
ISSN 02664909, 13652729;Q1
ISSN 0960085X, 14769344;Q1
ISSN 00380717;Q1
ISSN 22132317;Q1
ISSN 00396257;Q1
ISSN 19448252, 19448244;Q1
ISSN 00071102;Q1
ISSN 10462023, 10959130;Q1
ISSN 21682291;Q1
ISSN 15312542, 15307131;Q1
ISSN 09628452;Q1
ISSN 13596462;Q1
ISSN 19406207, 19406215;Q1
ISSN 00063568;Q1
ISSN 18773435;Q1
ISSN 14730189, 14730197;Q1
ISSN 00218898, 16005767;Q1
ISSN 00179124;Q1
ISSN 14676494, 00223506;Q1
ISSN 15283658, 10761551;Q1
ISSN 0065308X;Q1
ISSN 1097685X, 00225223;Q1
ISSN 00032700, 15206882;Q1
ISSN 00071188;Q1
ISSN 1469493X;Q1
ISSN 08834237;Q1
ISSN 07418825;Q1
ISSN 19337213;Q1
ISSN 19423268, 1942325X;Q1
ISSN 00137227;Q1
ISSN 19352727, 19352735;Q1
ISSN 14784092;Q1
ISSN 15684539, 15732908;Q1
ISSN 02680939, 14645106;Q1
ISSN 20522525;Q1
ISSN 03605442;Q1
ISSN 00973165;Q1
ISSN 14366002, 16168534;Q1
ISSN 09636412;Q1
ISSN 13899155, 15732606;Q1
ISSN 00092541;Q1
ISSN 00219967;Q1
ISSN 10900241;Q1
ISSN 14712164;Q1
ISSN 10447431, 10959327;Q1
ISSN 14692198, 09545794;Q1
ISSN 10985522, 00199567;Q1
ISSN 08858977;Q1
ISSN 15216950, 10937404;Q1
ISSN 15361276;Q1
ISSN 21615063;Q1
ISSN 07376782, 15405885;Q1
ISSN 14764598;Q1
ISSN 1755098X, 17550998;Q1
ISSN 03043835;Q1
ISSN 00221430;Q1
ISSN 09241868, 15731391;Q1
ISSN 00652687;Q1
ISSN 00940496;Q1
ISSN 1948206X, 21575045;Q1
ISSN 10705511, 15328007;Q1
ISSN 01676911;Q1
ISSN 15213765, 09476539;Q1
ISSN 15387933, 15387836;Q1
ISSN 00664804, 10986596;Q1
ISSN 09263373, 18733883;Q1
ISSN 15372715, 10618600;Q1
ISSN 21622531;Q1
ISSN 10675027;Q1
ISSN 15524868, 15524876;Q1
ISSN 00070912, 14716771;Q1
ISSN 00018686;Q1
ISSN 20494394, 20494408;Q1
ISSN 13652141, 00071048;Q1
ISSN 02726386, 15236838;Q1
ISSN 01480227, 21699097;Q1
ISSN 1759507X, 17595061;Q1
ISSN 00057967;Q1
ISSN 10834435;Q1
ISSN 18734731, 0888613X;Q1
ISSN 09209964;Q1
ISSN 09608524;Q1
ISSN 20515960;Q1
ISSN 14719053, 00320781;Q1
ISSN 15263231, 07498063;Q1
ISSN 00167606;Q1
ISSN 1081597X;Q1
ISSN 00100870;Q1
ISSN 0033362X, 15375331;Q1
ISSN 19492553;Q1
ISSN 01676296;Q1
ISSN 10170405;Q1
ISSN 08986568;Q1
ISSN 18115209;Q1
ISSN 15327078, 15250008;Q1
ISSN 10959513, 10557903;Q1
ISSN 00908258, 10956859;Q1
ISSN 0144235X, 1366591X;Q1
ISSN 19373368;Q1
ISSN 22124926, 22124934;Q1
ISSN 14730480, 03063674;Q1
ISSN 20726643;Q1
ISSN 03603016;Q1
ISSN 14651165;Q1
ISSN 1755148X, 17551471;Q1
ISSN 10498931;Q1
ISSN 02681161, 14602350;Q1
ISSN 15401413, 15401405;Q1
ISSN 10964037;Q1
ISSN 00472727;Q1
ISSN 14682427, 03091317;Q1
ISSN 09242244;Q1
ISSN 00223956;Q1
ISSN 00062952;Q1
ISSN 19475438, 19475446;Q1
ISSN 01679236;Q1
ISSN 15689972;Q1
ISSN 17485908;Q1
ISSN 00225347, 15273792;Q1
ISSN 10275606;Q1
ISSN 2151464X;Q1
ISSN 00243892;Q1
ISSN 00029378, 10976868;Q1
ISSN 10991255, 08837252;Q1
ISSN 15737039, 10833021;Q1
ISSN 00361410, 10957154;Q1
ISSN 20426410;Q1
ISSN 19336942, 19336934;Q1
ISSN 17568722;Q1
ISSN 15384101;Q1
ISSN 16625099;Q1
ISSN 01909622, 10976787;Q1
ISSN 14736527, 09517375;Q1
ISSN 03050548;Q1
ISSN 10000747;Q1
ISSN 00028614;Q1
ISSN 1554351X, 15543528;Q1
ISSN 00711365;Q1
ISSN 10635823;Q1
ISSN 15221598, 00223077;Q1
ISSN 02787393;Q1
ISSN 16625102;Q1
ISSN 02664666, 14694360;Q1
ISSN 10726349;Q1
ISSN 15568334, 15568318;Q1
ISSN 00491241;Q1
ISSN 15707156;Q1
ISSN 10985530, 00219193;Q1
ISSN 14795868;Q1
ISSN 0065230X;Q1
ISSN 00664812, 14678330;Q1
ISSN 09696970, 15737209;Q1
ISSN 14747480, 14753030;Q1
ISSN 10452257, 10982264;Q1
ISSN 15264602, 15257797;Q1
ISSN 10529276, 10991654;Q1
ISSN 00078506;Q1
ISSN 14751461;Q1
ISSN 19403372;Q1
ISSN 10402446;Q1
ISSN 10995129, 15322092;Q1
ISSN 17498104;Q1
ISSN 03603989, 14682958;Q1
ISSN 01443577;Q1
ISSN 13648152;Q1
ISSN 07403194, 15222594;Q1
ISSN 16628128, 1662811X;Q1
ISSN 08940282;Q1
ISSN 08888809;Q1
-;-
ISSN 02636352;Q1
ISSN 15420086, 00063495;Q1
ISSN 14679558, 07352751;Q1
ISSN 10944087;Q1
ISSN 15483576, 15483568;Q1
ISSN 13652222, 09547894;Q1
ISSN 00208833, 14682478;Q1
ISSN 15495485, 10720502;Q1
ISSN 1521690X;Q1
ISSN 21658110, 21658102;Q1
ISSN 01681923;Q1
ISSN 13507540, 14736551;Q1
ISSN 13524585, 14770970;Q1
ISSN 15497836, 07352689;Q1
ISSN 18176127, 18176119;Q1
ISSN 09497714, 14321394;Q1
ISSN 22120416;Q1
ISSN 10886850, 00029947;Q1
ISSN 22106502;Q1
ISSN 00219991, 10902716;Q1
ISSN 10957197, 10648275;Q1
ISSN 17435390, 17435404;Q1
ISSN 14321440, 09462716;Q1
ISSN 15249557;Q1
ISSN 08867356;Q1
ISSN 15281175, 00033022;Q1
ISSN 19376448;Q1
ISSN 03057453, 14602091;Q1
-;-
ISSN 15477215, 1069031X;Q1
ISSN 1573515X, 01682563;Q1
ISSN 01968904;Q1
ISSN 00150282;Q1
ISSN 17404118, 1757594X;Q1
ISSN 08835403, 15328406;Q1
ISSN 12903841, 0764583X;Q1
ISSN 00206598, 14682354;Q1
ISSN 00333123;Q1
ISSN 20517599;Q1
ISSN 15702820, 15693953;Q1
ISSN 1098660X, 00951137;Q1
ISSN 09565663;Q1
ISSN 19476019, 19476027;Q1
ISSN 01650009, 15731480;Q1
ISSN 15736938, 13864157;Q1
ISSN 10958606, 00472484;Q1
ISSN 22131582;Q1
ISSN 17592208;Q1
ISSN 14714892;Q1
ISSN 01402382;Q1
ISSN 14723263, 13684973;Q1
ISSN 14635011, 14635003;Q1
ISSN 10768998;Q1
ISSN 1742464X, 14321033;Q1
ISSN 13510088;Q1
ISSN 09507051;Q1
ISSN 00319201;Q1
ISSN 15414337;Q1
ISSN 03043991;Q1
ISSN 03600564;Q1
ISSN 10221824;Q1
ISSN 00223069;Q1
ISSN 13651609;Q1
ISSN 10498923, 10991239;Q1
ISSN 2234943X;Q1
ISSN 00236837, 15300307;Q1
ISSN 18776558;Q1
ISSN 1740925X, 17410533;Q1
ISSN 14609568, 0953816X;Q1
ISSN 0018926X;Q1
ISSN 16626427;Q1
ISSN 03044165;Q1
ISSN 08955646, 15730476;Q1
ISSN 14680491, 09521895;Q1
ISSN 19393792, 19393806;Q1
ISSN 01787675, 14320924;Q1
ISSN 13598368;Q1
ISSN 15265900;Q1
ISSN 03601323;Q1
ISSN 13507265;Q1
ISSN 1566113X;Q1
ISSN 15719545;Q1
ISSN 0018067X, 13652540;Q1
ISSN 00916331, 15383008;Q1
ISSN 00187267;Q1
ISSN 03037207;Q1
ISSN 07415214, 10976809;Q1
ISSN 1099145X, 10853278;Q1
ISSN 15289117, 1540336X;Q1
ISSN 08836612, 15324796;Q1
ISSN 15607917, 1025496X;Q1
ISSN 00086223;Q1
ISSN 10961186, 10436618;Q1
ISSN 10582746, 15326500;Q1
ISSN 00029599;Q1
ISSN 19370652;Q1
ISSN 07410395, 10982272;Q1
ISSN 0305750X;Q1
ISSN 14310635;Q1
ISSN 14320479, 09382259;Q1
ISSN 13665545;Q1
ISSN 15206904, 00223263;Q1
ISSN 10838791, 15236536;Q1
ISSN 17412560;Q1
ISSN 0009921X, 15281132;Q1
ISSN 19405510, 19405529;Q1
ISSN 00380407;Q1
ISSN 12086010, 00083674;Q1
ISSN 10156305;Q1
ISSN 13556215, 13691600;Q1
ISSN 0364765X, 15265471;Q1
ISSN 03634523;Q1
ISSN 03406245;Q1
ISSN 08893241;Q1
ISSN 10463283;Q1
ISSN 10414347;Q1
ISSN 09652140;Q1
ISSN 15737802, 08927537;Q1
ISSN 13596446;Q1
ISSN 14700328, 14710528;Q1
ISSN 09388990, 14321777;Q1
ISSN 14676419, 09500804;Q1
ISSN 09670106;Q1
ISSN 01663542;Q1
ISSN 16197070, 16197089;Q1
ISSN 11778903;Q1
ISSN 10184813;Q1
ISSN 00370746;Q1
ISSN 00123706, 15300358;Q1
ISSN 02182025;Q1
ISSN 01719335;Q1
ISSN 21618313, 21565376;Q1
ISSN 03787788;Q1
ISSN 19317883;Q1
ISSN 22135979;Q1
ISSN 20452322;Q1
ISSN 00283932;Q1
ISSN 17571707, 17571693;Q1
ISSN 00652113;Q1
ISSN 03788733;Q1
ISSN 01634453;Q1
ISSN 14679787, 00224146;Q1
ISSN 14677660, 0012155X;Q1
ISSN 17577799, 17577780;Q1
ISSN 19493592, 19493584;Q1
ISSN 00371106;Q1
ISSN 00220655;Q1
ISSN 1664462X;Q1
ISSN 03407004, 14320851;Q1
ISSN 20476310, 20476302;Q1
ISSN 09387994, 14321084;Q1
ISSN 0038092X;Q1
ISSN 00029149;Q1
ISSN 0968090X;Q1
ISSN 14682672, 02667215;Q1
ISSN 10408436;Q1
ISSN 00440094;Q1
ISSN 19305311, 1930532X;Q1
ISSN 00224359;Q1
ISSN 10775587;Q1
ISSN 02662426;Q1
ISSN 14712148;Q1
ISSN 19364954;Q1
ISSN 00419907;Q1
ISSN 10737928, 16870247;Q1
ISSN 08954798, 10957162;Q1
ISSN 14678543, 00071080;Q1
ISSN 14680327, 02664658;Q1
ISSN 10900268;Q1
ISSN 00313203;Q1
ISSN 22119264;Q1
ISSN 21576580, 21576564;Q1
ISSN 16000617, 09059180;Q1
ISSN 13618415;Q1
ISSN 15317714;Q1
ISSN 15210111, 0026895X;Q1
ISSN 17589193;Q1
ISSN 02697491;Q1
ISSN 0264410X, 13588745;Q1
ISSN 13861999;Q1
ISSN 20472412, 20472404;Q1
ISSN 02767333, 15206041;Q1
ISSN 15374521, 01485717;Q1
ISSN 09252738, 15735001;Q1
ISSN 03767388;Q1
ISSN 15552101, 01606689;Q1
ISSN 15416100, 00223166;Q1
ISSN 13806653, 15737136;Q1
ISSN 13652567, 00192805;Q1
ISSN 18735061;Q1
ISSN 18632661, 18632653;Q1
ISSN 20458118;Q1
ISSN 0266352X;Q1
ISSN 02724979, 14643642;Q1
ISSN 15583724, 15583716;Q1
ISSN 00910627;Q1
ISSN 03076970;Q1
ISSN 09618368;Q1
ISSN 09589287;Q1
ISSN 18671381, 18678548;Q1
ISSN 10970088, 08998418;Q1
ISSN 00145793;Q1
ISSN 14728222;Q1
ISSN 10769986;Q1
ISSN 14752875;Q1
ISSN 05503213;Q1
ISSN 00029343;Q1
ISSN 08867798;Q1
ISSN 1774024X;Q1
ISSN 13652133, 00070963;Q1
ISSN 14714159, 00223042;Q1
ISSN 17599962, 17599954;Q1
ISSN 17427061;Q1
ISSN 13652591, 01432885;Q1
ISSN 1532690X, 07370008;Q1
ISSN 19307381;Q1
ISSN 09242716;Q1
ISSN 0921898X, 15730913;Q1
ISSN 21680566, 21680582;Q1
ISSN 17471028;Q1
ISSN 1369118X;Q1
ISSN 1010061X, 14209101;Q1
ISSN 14644096, 1464410X;Q1
ISSN 03787753;Q1
ISSN 01460404;Q1
ISSN 03010511;Q1
ISSN 00295981, 10970207;Q1
ISSN 01959131;Q1
ISSN 07338724;Q1
ISSN 00472352;Q1
ISSN 15733254, 10907165;Q1
ISSN 16624548;Q1
ISSN 15371948, 00257079;Q1
ISSN 1053587X;Q1
ISSN 13572725;Q1
ISSN 1466609X, 13648535;Q1
ISSN 19322267, 19322259;Q1
ISSN 03783839;Q1
ISSN 13522310;Q1
ISSN 00207519;Q1
ISSN 10872914;Q1
ISSN 00948373;Q1
ISSN 09270248;Q1
ISSN 19327447;Q1
ISSN 09669582;Q1
ISSN 10780998;Q1
ISSN 1751570X;Q1
ISSN 16625137;Q1
ISSN 09603174, 15731375;Q1
ISSN 19398549, 0022362X;Q1
ISSN 16625110;Q1
ISSN 02132230;Q1
ISSN 00321052;Q1
ISSN 0899823X;Q1
ISSN 14321939, 00298549;Q1
ISSN 15672409, 15672395;Q1
ISSN 15497852, 10408398;Q1
ISSN 23265205, 23265191;Q1
ISSN 19418264, 19474253;Q1
ISSN 14708752, 03005127;Q1
ISSN 17453674, 17453682;Q1
ISSN 19317557, 19317565;Q1
ISSN 16648021;Q1
ISSN 00260495;Q1
ISSN 01491423;Q1
ISSN 0955470X;Q1
ISSN 0734743X;Q1
ISSN 15204391, 15204383;Q1
ISSN 14664429, 13501763;Q1
ISSN 01962892;Q1
ISSN 22150366;Q1
ISSN 02709295;Q1
ISSN 15353966, 15353958;Q1
ISSN 00217670;Q1
ISSN 00222879, 15384616;Q1
ISSN 1540336X, 07657846;Q1
ISSN 0091732X;Q1
ISSN 10408401;Q1
ISSN 00401951;Q1
ISSN 08968411, 10959157;Q1
ISSN 15497828, 1040841X;Q1
ISSN 1664302X;Q1
ISSN 10534296;Q1
ISSN 21563381;Q1
ISSN 00651591, 16005473;Q1
ISSN 1346213X, 20426550;Q1
ISSN 15374416, 15374424;Q1
ISSN 15587916, 15587924;Q1
ISSN 03091740;Q1
ISSN 1750984X, 17509858;Q1
ISSN 00371963;Q1
ISSN 15353907, 15353893;Q1
ISSN 09601481;Q1
ISSN 00246301;Q1
ISSN 02637758;Q1
ISSN 09651748;Q1
ISSN 09453245, 0029599X;Q1
ISSN 14684357, 14654644;Q1
ISSN 21906009, 21905991;Q1
ISSN 00220965, 10960457;Q1
ISSN 2166532X;Q1
ISSN 16011848, 1601183X;Q1
ISSN 08863350;Q1
ISSN 08977151;Q1
ISSN 14712229;Q1
ISSN 11009233;Q1
ISSN 10905138;Q1
ISSN 00074497;Q1
ISSN 01960644, 10976760;Q1
ISSN 15821838, 15824934;Q1
ISSN 15662535;Q1
ISSN 02780062;Q1
ISSN 19394551;Q1
ISSN 10959564, 10747427;Q1
ISSN 07232632;Q1
ISSN 00141704, 1539297X;Q1
ISSN 15622975;Q1
ISSN 14642662, 14681293;Q1
ISSN 15221547, 01931857;Q1
ISSN 00936502;Q1
ISSN 00327786;Q1
ISSN 10980121;Q1
ISSN 17083087;Q1
ISSN 17413001, 14648849;Q1
ISSN 0010938X;Q1
ISSN 18711014;Q1
ISSN 1098108X, 02763478;Q1
ISSN 00405752, 14322242;Q1
ISSN 00189529;Q1
ISSN 01665162;Q1
ISSN 00057894;Q1
ISSN 09626298;Q1
ISSN 20445385;Q1
ISSN 14492288;Q1
ISSN 01650327;Q1
ISSN 00987921, 17284457;Q1
ISSN 13590294;Q1
ISSN 00404411;Q1
ISSN 01695002;Q1
ISSN 12263613;Q1
ISSN 15217388, 02786826;Q1
ISSN 18771173;Q1
ISSN 16640640;Q1
ISSN 15359786, 15359778;Q1
ISSN 02641275;Q1
ISSN 00207225;Q1
ISSN 01674412, 15735028;Q1
ISSN 02786133;Q1
ISSN 1477030X, 02692163;Q1
ISSN 10445005, 10961224;Q1
ISSN 13652923, 03080110;Q1
ISSN 0093934X;Q1
ISSN 15392864, 0275004X;Q1
ISSN 10958290, 03057364;Q1
ISSN 10979883, 03602532;Q1
ISSN 15407063;Q1
ISSN 08858969;Q1
ISSN 03636127, 1931857X;Q1
ISSN 01956574;Q1
ISSN 00220795;Q1
ISSN 14646722, 13643703;Q1
ISSN 00010782;Q1
ISSN 1054139X;Q1
ISSN 10990771, 08943257;Q1
ISSN 15386341;Q1
ISSN 15278999, 15280691;Q1
ISSN 10958282, 00033472;Q1
ISSN 0006341X, 15410420;Q1
ISSN 10991611, 10579249;Q1
ISSN 03630129, 10957138;Q1
ISSN 1469994X, 14622203;Q1
ISSN 0945053X;Q2
ISSN 18746136;Q1
ISSN 13672630;Q1
ISSN 10689265, 15344681;Q1
ISSN 10153837, 14219964;Q1
ISSN 15361225;Q1
ISSN 10634584, 15229653;Q1
ISSN 00144827, 10902422;Q2
ISSN 1476069X;Q1
ISSN 16727681;Q1
ISSN 00275107, 13861964;Q1
ISSN 00917451;Q1
ISSN 00045608, 14678306;Q1
ISSN 20444761, 20444753;Q2
ISSN 16625145;Q1
ISSN 02779536;Q1
ISSN 00961523;Q1
ISSN 15221563, 03636143;Q1
ISSN 10985336, 00992240;Q1
ISSN 00104655;Q1
ISSN 17449561, 1744957X;Q1
ISSN 1531703X, 10408746;Q1
ISSN 0143005X;Q1
ISSN 02784319;Q1
ISSN 08883270, 10961216;Q1
ISSN 09388974, 14321467;Q1
ISSN 09552863;Q1
ISSN 15499634, 15499642;Q1
ISSN 16625196;Q1
ISSN 18120784;Q1
ISSN 09218181;Q1
ISSN 15573079, 15573060;Q1
ISSN 1531135X, 15307026;Q1
ISSN 15507998;Q1
ISSN 14682982, 03331024;Q1
ISSN 19332874;Q1
ISSN 01678809;Q1
ISSN 21686165, 21686173;Q1
ISSN 10656251, 15317048;Q1
ISSN 00653527;Q1
ISSN 14685965, 00219886;Q1
ISSN 08950695;Q1
ISSN 00162361;Q1
ISSN 01623257;Q1
ISSN 0018506X, 10956867;Q1
ISSN 19994915;Q1
ISSN 1520510X, 00201669;Q1
ISSN 00071161;Q1
ISSN 10990836, 09644733;Q1
ISSN 19493045;Q1
ISSN 03785955;Q1
ISSN 07308884;Q1
ISSN 17408695, 17408709;Q1
ISSN 10221336, 15213927;Q1
ISSN 13665278;Q1
-;-
ISSN 17429994;Q1
ISSN 0272989X;Q1
ISSN 10408428;Q1
ISSN 15451550, 15266028;Q1
ISSN 15408167, 10453873;Q1
ISSN 19389655;Q1
ISSN 03034240;Q1
ISSN 10429573, 10960473;Q1
ISSN 1478811X;Q1
ISSN 15566013;Q1
ISSN 03051846, 13652990;Q1
ISSN 12086053, 11818700;Q1
ISSN 20905904, 07928483, 16875443;Q1
ISSN 03640213;Q1
ISSN 13647830;Q1
ISSN 19373333;Q1
ISSN 0924977X;Q1
ISSN 14698986, 00485772;Q1
ISSN 0268005X;Q1
ISSN 17464811;Q1
ISSN 10976833, 00223476;Q1
ISSN 15217035, 15216616;Q1
ISSN 1600051X, 03036979;Q1
ISSN 00330620, 15328643;Q1
ISSN 15561631, 15561623;Q1
ISSN 00223565, 15210103;Q1
ISSN 21524114;Q1
ISSN 16639812;Q1
ISSN 1932846X, 19328451;Q1
ISSN 19336918, 19336926;Q2
ISSN 15275256;Q1
ISSN 15206688, 02768739;Q1
ISSN 00219541, 10974652;Q1
ISSN 19487193;Q1
ISSN 20507534;Q1
ISSN 16625161;Q1
ISSN 1664042X;Q1
ISSN 15982998;Q1
ISSN 21682216;Q1
ISSN 09574174;Q1
ISSN 0956540X;Q1
ISSN 15476898, 10408444;Q1
ISSN 15221504, 10400605;Q1
ISSN 15324168, 07474938;Q1
ISSN 14639076, 14639084;Q1
ISSN 09066713, 16000757;Q1
ISSN 15736849, 09673849;Q1
ISSN 0742051X;Q1
ISSN 03553140;Q1
ISSN 19348266, 19348258;Q1
ISSN 18614728, 1861471X;Q1
ISSN 00220167;Q1
ISSN 15455955;Q1
ISSN 10754253;Q1
ISSN 00222445, 17413737;Q1
ISSN 15317021, 10408738;Q1
ISSN 00380385;Q1
ISSN 15361233;Q1
ISSN 00131644;Q1
ISSN 0070217X;Q1
ISSN 16642392;Q1
ISSN 18673880, 18673899;Q1
ISSN 03636135, 15221539;Q1
ISSN 15588424;Q1
ISSN 00780421;Q1
ISSN 15737799, 07484518;Q1
ISSN 16741137;Q1
ISSN 00296651, 14752719;Q1
ISSN 10884963, 00483915;Q1
ISSN 08937648;Q2
ISSN 00219150;Q1
ISSN 18611125, 18611133;Q1
ISSN 10421629;Q1
-;-
ISSN 16749871;Q1
ISSN 00220949, 14779145;Q1
ISSN 10863214, 10455736;Q1
ISSN 13652893, 13520504;Q1
ISSN 08828156, 15200434;Q1
ISSN 01410296;Q1
ISSN 02484900, 1768322X;Q2
ISSN 19315244;Q1
ISSN 20457634;Q1
ISSN 02776715, 10970258;Q1
ISSN 00137952;Q1
ISSN 09658564;Q1
ISSN 10869379;Q1
ISSN 00975397, 10957111;Q1
ISSN 16634365;Q1
ISSN 01913085;Q1
ISSN 13505084;Q1
ISSN 15736687, 01909320;Q1
ISSN 09422056, 14337347;Q1
ISSN 00426822, 1089862X, 10960341;Q2
ISSN 08848734, 15251497;Q1
ISSN 10538569, 10991557;Q1
ISSN 17511577;Q1
ISSN 16625153;Q1
ISSN 09215093;Q1
ISSN 15677249;Q1
ISSN 15496325;Q1
ISSN 10636692;Q1
ISSN 02785846;Q1
ISSN 15729761, 09212973;Q1
ISSN 01664972;Q1
ISSN 01960202, 15384667;Q1
ISSN 10709932;Q1
ISSN 10824669;Q1
-;-
ISSN 14681218;Q1
ISSN 07413106;Q1
ISSN 0003066X;Q1
ISSN 00333174, 15347796;Q1
ISSN 08827974;Q1
ISSN 14712288;Q1
ISSN 15369323;Q1
ISSN 0885579X;Q1
ISSN 14760584;Q1
ISSN 03768716;Q1
ISSN 01421123;Q1
ISSN 00262234;Q1
ISSN 14486083, 13233580;Q2
ISSN 20734425;Q1
ISSN 14724669, 14724677;Q1
ISSN 14602385, 09310509;Q1
ISSN 00797421;Q1
ISSN 15248380;Q1
ISSN 14623994;Q1
ISSN 10808620, 15406229;Q1
ISSN 00219673;Q1
ISSN 15472450;Q1
ISSN 22221751;Q1
ISSN 13872877;Q1
ISSN 00926566, 10957251;Q1
ISSN 10949224;Q1
ISSN 15524841, 1552485X;Q1
ISSN 20412649, 20412657;Q1
ISSN 14732262;Q1
ISSN 00130109, 03610128;Q1
ISSN 22122672;Q1
ISSN 00052736;Q1
ISSN 00062960, 15204995;Q1
ISSN 03064522;Q1
ISSN 00340553;Q1
ISSN 14634996;Q1
ISSN 14690705, 09607692;Q1
ISSN 14795876;Q1
ISSN 1945497X;Q1
ISSN 16738527;Q1
ISSN 0956053X;Q1
ISSN 13688375;Q1
ISSN 15276473, 15276465;Q1
ISSN 0023608X;Q1
ISSN 15684946;Q1
ISSN 15323641;Q1
ISSN 03618609, 10968652;Q1
ISSN 03784290;Q1
ISSN 14320916, 00103616;Q1
ISSN 19324553;Q1
ISSN 19420862, 19420870;Q1
ISSN 03344355;Q1
ISSN 14752840;Q1
ISSN 00937754;Q1
ISSN 10603743;Q1
ISSN 14753081, 14710684;Q1
ISSN 15204812, 10431802;Q1
ISSN 13569597, 13652443;Q1
ISSN 15253961, 14387573;Q1
ISSN 10959998, 07400020;Q1
ISSN 01691368;Q1
ISSN 15730565, 08856125;Q1
ISSN 87563282;Q1
ISSN 10919856, 15265528;Q1
ISSN 1573661X, 01477307;Q1
ISSN 15205827, 07437463;Q1
ISSN 03781127;Q1
ISSN 00179310;Q1
ISSN 18767354;Q1
ISSN 01426001, 1477450X;Q1
ISSN 00048402;Q1
ISSN 03014681, 14320436;Q2
ISSN 09518339;Q1
ISSN 17582946;Q1
ISSN 02698811;Q1
ISSN 0143974X;Q1
ISSN 10662243;Q1
ISSN 15506878, 08838151;Q1
ISSN 09544879, 13653121;Q1
ISSN 13497006, 13479032;Q1
ISSN 10159770, 14219786;Q1
ISSN 15564967, 15564959;Q1
ISSN 13858947;Q1
ISSN 20444052;Q1
ISSN 00221694;Q1
ISSN 10959084, 00018791;Q1
ISSN 14652099, 00221317;Q2
ISSN 01420615;Q1
ISSN 22133054;Q1
ISSN 16625129;Q1
ISSN 13845810, 1573756X;Q1
ISSN 00476374;Q1
ISSN 14616734, 14692988;Q1
ISSN 14412772;Q1
ISSN 09666923;Q1
ISSN 14765926;Q1
ISSN 09218009;Q1
ISSN 17740746, 17730155;Q1
ISSN 15577554, 10963480;Q1
ISSN 17563305;Q1
ISSN 13469843, 13474820;Q1
ISSN 17446848, 1744683X;Q1
ISSN 21567085;Q1
ISSN 00221465;Q1
ISSN 10588388, 10970177;Q2
ISSN 15731472, 00068314;Q1
ISSN 19391374;Q1
ISSN 02515350, 14230208;Q1
ISSN 00796611;Q1
ISSN 1932104X;Q1
ISSN 1573188X, 03610365;Q1
ISSN 07224028, 14320975;Q1
ISSN 15737691, 08857474;Q1
ISSN 10785884, 15322165;Q1
ISSN 18610684, 18610692;Q1
ISSN 10643389;Q1
ISSN 13501925;Q1
ISSN 14712105;Q1
ISSN 13494198;Q1
ISSN 01466216;Q1
ISSN 09596526;Q1
ISSN 08939675;Q2
ISSN 10543589;Q1
ISSN 13882481;Q1
ISSN 10408711, 15316963;Q1
ISSN 13594311;Q1
ISSN 1866749X, 16137159;Q1
ISSN 00181560, 1573174X;Q1
ISSN 10699384;Q1
ISSN 17460921, 17460913;Q1
ISSN 02460203;Q1
ISSN 03770273;Q1
ISSN 00101958;Q1
ISSN 00220345;Q1
ISSN 00796786;Q1
ISSN 00246107, 14697750;Q1
ISSN 00142921;Q1
ISSN 21505594, 21505608;Q1
